price,image,descriptions,name,category,rating,company/manufacture,id
1099,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff17.jpg?alt=media&token=528ba69f-5d48-41ac-8359-afc183337c42,"* Product Contains: 5lit of GACIL Mix-Micronutrient Liquid Fertilizer Gujarat Grade For Soil Application.\n * Appearance: Crystalline free flowing powder (hygroscopic in nature).\n * Usage: Soil - Drip - Spray Application. Solubility: 100% Soluble in Water.\n * Contents of Mixture: Fe-2% | Mn-0.5% | Zn-5% | Cu-0.2% | B-0.5%. Ph: 6.0-7.0. All in One for All your plants needs.\n * Used for: Gardens, Garden Plants, Lawns, Shrubs, House Plants, Trees, Flowering Plants, Vegetables & Fruits etc. (Please ask questions below for further inquiry.)\n * Spray & Drip Application: Mixing Ratio: 6-7 gm in 1ltr of water.\n *  Soil Application: Apply 4 to 5 gram Powder Directly near roots. For Better Result Repeat Application in 20-25 days Interval.",Micronutrient Mixture Liquid Fertilizer Faster Growth Promoter For Garden Plants & Farming Crops,fertilizers,0,Gujarat Agri-Chem Industries Private Limited,rjj0mLiJEMkU9cyZvvfP
250,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd16.jpg?alt=media&token=73102fc3-1f93-4064-81d5-af0fe6a657fa,"* Flowers 1-1.5 cm diameter.\n * Snow white, very attractive, excellent shelf life.\n * Suitable for Ikebana dry flower art, for cut flower.","Sarpan Gomparnia-19 white, Snow white, very attractive, excellent shelf life.",seeds,0,Sarpan Seeds,sre7J5Ibig5w0yGHxoaG
739,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq08.jpg?alt=media&token=2028ab9e-af56-4fa5-b768-747cf500c965,"100% seeds germination. Maximum rootstock. Using seedling tray crops are strong, sturdy & healthy. Handling of crops is easy, the root is not disturbed. Saving of water and fertilizers more than 50%. You make this in a small space. Easy for handling and transporting of crops. Using this tray you save time, money, and labor charges.","Seedling Tray 104 Cavity Multiple Time Use, Black Color, Best Quality, Thickness 1mm (Pack of 10)O",equipments,0,Dharti Enterprise,tO77gP8Iup8Mam5cbRHC
749,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr09.jpg?alt=media&token=dd11e0d5-8d9e-430b-93ba-1da56f4e7ed6,"Drip Kit is one of the simplest and easiest methods to water garden plants. This can be used to water plants in terrace, balcony, ground garden space etc.  Material: Plastic","Jai Balaji Bhagirath Garden Watering Drip Irrigation Kit For Plants, can be used to water plants in terrace, balcony, ground garden etc.",irrigation,0,Bhagirath,tW6ZwgntLLkQGYPNTEaT
3700,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr15.jpg?alt=media&token=010faa32-fd61-4d0a-8446-dae648c17a39,"* Lapeta Pipe 4 inch- 100% Virgin.\n * Length- 400 Feet, Width- 4 Inch.\n * Weather Resistance- All-weather friendly.\n * UV coated- Protects the pipe from direct sunlight.\n * This hose is designed to fit over a standard size outlet, directly install to PVC pipe","Siddhi Lapeta Pipe 4 inch, 100% Vergin Krishi Pasara Pipe, Pipe Length - 400 Ft, Width - 4 Inch.",irrigation,0,SIddhi Vinayak Enterprises,tvvV9GdMeaI96uvKPa73
1105,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff11.jpg?alt=media&token=434950ca-31ac-4c49-8be1-56b4bd8ae23f,Pseudomonas is bio pesticide which is bio control agent. These acts up on microbes like Rhizoctonia and Scheleroctinia which causes stem-rot and root - rot of plants. Leaf blight leaf spots and other fungal diseases etc can be well controlled and prevented by pseudomonas.,Bio Pesticide Pseudomonas Fluorescens For Controlling All The Fungal Disease,fertilizers,0,Pioneer Agro Industry,uvHdCj8uOquqKSws2IRO
345,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd19.jpg?alt=media&token=45ad8ac3-0ff2-4af8-96eb-61b511bbe4a1,"* FRUIT SIZE : 25 -30 cm in length, 4 cm in diameter Average.\n * MATURITY : 50 to 60 days.\n * GERMINATION : 80 to 90 %.\n * PRODUCTION : 10 to 15 Tonne / Acre Approx.\n * QUANTITY : 4 - 5 kg is sufficient for 1 Acre Land.\n * Shine brand seeds provides excellent hybrid variety of radish roots are pore white & uniform, free from hair, good for salad.","Radish Priti F1 Hybrid - Shine Brand Seeds (25 Seeds) Vegetable Kitchen Garden Seeds, Muli ke Beej, Best Germination , Good Production",seeds,0,Shine Brand Seeds,vKwWUHekjl3ryjFBhNYw
1199,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr10.jpg?alt=media&token=360fd8c4-3b22-4125-be1b-a92a4388b935,"* MODERN MICRO IRRIGATION SYSTEM : Mipatex Drip Kit will address all the irrigation problems and will empower the small farmers with a scientific, durable and simple to operate irrigation system\n * MAINTANS SOIL MOISTURE : Mipatex Drip kit helps to maintain favourable soil moisture conditions to the plants which results in good growth and yields\n * PORTABLE : This easy to install, do it yourself system is Portable and can be easily shifted\n * MULTI-PURPOSE KIT : Suitable for Vegetable Cultivation, Kitchen Gardens, Hilly Lands, Green House, Nurseries and more",Mipatex Drip Irrigation Garden Watering Drip Kit For Plants,irrigation,0,Mipatex India,vyfa5H1Ouf0QdMgJA1R4
850,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff02.jpg?alt=media&token=9389764a-fd77-4414-a350-269c6823335f,ROM Azotobacter is a free living soil bacterium capable of fixing atmospheric nitrogen. This bacterium multiplies in soil utilizing the organic carbon in soil and rhizosphere. The organic nitrogen fixed benefits the crops grown and enhance crop yields. Besides fixing atmospheric nitrogen this also produces polysaccharides resulting in aggregation of soil particles and improvement in soil structure facilitating infiltration of water and its retention. This also produces growth promoting substances that trigger growth and yield.  ROM Azotobacter has a bacterial count of not less than 2×109 /g/ml and can be used in all crops. Since Rom- Azotobacter is available in liquid and powder formulation it can be easily applied in soil and through drip irrigation system.  Dosage: 500ml per acre is mixed with adequate quantity of water or well decomposed organic manure and applied to soil prior to sowing or in young crops.,ROM Azotobacter (Liquid Nitrogen Fixing Bacteria) For Promoting Growth And Yields,fertilizers,0, ROMVIJAY BIOO TECH PVT LTD,xM2fFN6ge9mc3EALiUtG
1280,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr05.jpg?alt=media&token=15f80cfc-4fc9-4cdb-9682-d5a209d94c90,"Mipatex Rain Pipe is a substitute for a sprinkler irrigation system that sprays the same quality of water to crops. It is made by HDPE polymer (High-Density Polyethylene)  Mipatex Rain Pipe has zig-zag & randomly punched holes by laser system which results best water sprouts performance  in this category. It has more life than any other ordinary rain pipe  Mipatex Rain Pipe is very easy to assemble and reallocate. It helps to reduce consumption of energy and water more than 50 percent  With the help of appropriate water pressure Mipatex rain Pipe can spray up to 10 to 15 feet on both side. To perform best , Mipatex Rain Pipe require 2 kg. water pressure. It is very durable, easy to carry around and flexible product for farmers  60% to 80% increases in harvest when balanced quantity of water is spread to crops. One touch system no need to carry pipe in field. In few minute medicine can be given to all crops very easily.Very useful for uneven surface as water does not flow down  slope along with slopes","Mipatex 30mm Rain Pipe With Male Adapter + Joiner + End Cape + Valve, Excellent Quality",irrigation,0, Mipatex India,xTrvyXMdUeOre7vebSVX
1399,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq20.jpg?alt=media&token=a2027945-0fb3-419f-9a4c-2626559e8e8e,"Technical Details:\n * Motor : 8 LPM\n * Warrenty : 6 Month\n * About: Pad Corp is serving good quality products and their services successfully from last 59 year in Maharashtra. Pad Corp deals in wide range Agriculture, Horticulture, and Garden Sprayer, and their accessories etc.","Pad Corp Sprayer Motor With Diaphragm 8 LPM, With 6 Month Warranty, Use For Spray Pumps",equipments,0,Pad Corp,xsQUXWQdZq5Y6ck3Toxh
13999,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq18.jpg?alt=media&token=2aa4f466-d9b8-4f9e-840c-861e41fa0f76,* ULV Sprayer can produce 5 to 50 Microns which help to sustain the chemical in the room to disinfect. Used in the hospital and pharma industry.\n * Blow-molded 4 lit. Tank\n * Lightweight and portable\n * Adjustable output from 0 to 13 lit per hour.\n * Discharge setting metering valve allows for easy control of output and droplet size\n * Ultra low volume spray droplets penetrate into cracks and crevices for controlling insects in their natural hiding places.\n * Effective coverage with less spray solution\n * No visible trace of spray resulting in a clean environment. ,"Pad Corp Potable Electric ULV Fogger Machine 4 Ltr Tank Useful For Hospital, Hotel, Mall, Showroom",equipments,0,Pad Corp,yVzvVBIrxE13z6ikKjIF
299,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr12.jpg?alt=media&token=01b780f0-4a16-46f6-871e-055778b52c5d,"Package contents: 16mm Drip Irrigations Rubber Grommet, Rubber Bush, Black - 50Pcs and 1pc 16mm Metal Drill Bit Tool for PVC Pipes\n * Well design for drip irrigation purpose\n * Drip Irrigation system saves 75 % of water and also right amount of water slowly and precisely right where your plant needs it - Can be used to water plants in Terrace, Balcony, Ground Garden space.\n * Extra flexibility for kink-free installation, unmatched resistance to chemicals, algae growth and UV damage. Material: Plastic, Color: Black\n * No fear on any weather: Temperature Test passed, suits in any weather. No matter heavy cold or hot! It can be left out year-round, buried or on the surface, as what you want!","PEP Solution Drip Irrigation Rubber 16mm Grommet, Metal Drill Bit Tool For PVC Pipes.",irrigation,0,PEP Solution,zfpn58EkTjmq0Eh8TWt8
